customer_id,email_open_rate,push_notification_ctr,customer_service_tickets,return_rate,nps_score,delivery_rating,cart_abandonment_count,days_since_last_purchase
C13798,0.365,0.051,0,0.084,,4.3,4,4
C13799,0.314,0.056,2,0.0,6.0,3.8,3,4
C13800,0.214,0.087,0,0.12,,3.2,1,24
C13801,0.195,0.057,1,0.142,9.0,,5,19
C13802,0.137,0.032,2,0.247,4.0,2.9,4,272
C13803,0.223,0.0,4,0.054,7.0,5.0,3,12
C13804,0.229,0.068,1,0.021,5.0,3.7,1,16
C13805,0.206,0.026,0,0.086,10.0,4.2,0,49
C13806,0.19,0.04,1,0.164,8.0,4.6,2,46
C13807,0.324,0.065,1,0.048,8.0,4.5,0,36
C13808,0.118,0.015,3,0.291,,2.0,2,127
C13809,0.136,0.024,1,0.141,,2.2,8,365
C13810,0.373,0.037,2,0.074,,3.5,5,49
C13811,0.118,0.071,4,0.105,7.0,4.1,2,0
C13812,0.209,0.01,4,0.1,9.0,3.7,1,41
C13813,0.212,0.013,1,0.059,6.0,,4,14
C13814,0.161,0.083,1,0.165,7.0,3.8,3,17
C13815,0.2,0.104,0,0.009,,4.1,5,68
C13816,0.37,0.083,0,0.04,9.0,4.0,3,2
C13817,0.159,0.054,2,0.184,,,11,180
C13818,0.147,0.078,5,0.005,7.0,4.7,1,42
C13819,0.297,0.115,0,0.094,8.0,4.9,4,13
C13820,0.174,0.079,4,0.129,,4.1,0,52
C13821,0.203,0.088,0,0.141,7.0,4.4,2,32
C13822,0.223,0.076,1,0.039,5.0,3.7,4,38
C13823,0.152,0.019,1,0.122,,,2,15
C13824,0.07,0.016,3,0.271,,,3,185
C13825,0.304,0.016,1,0.059,,,3,70
C13826,0.197,0.068,1,0.074,7.0,,0,34
C13827,0.202,0.047,0,0.093,,4.7,2,64
C13828,0.193,0.074,0,0.027,5.0,4.3,5,85
C13829,0.253,0.084,1,0.0,7.0,4.4,2,71
C13830,0.244,0.06,0,0.152,8.0,4.2,0,30
C13831,0.116,0.028,1,0.196,,3.0,9,94
C13832,0.124,0.043,2,0.214,,,5,184
C13833,0.119,0.002,1,0.163,,3.8,4,166
C13834,0.046,0.019,5,0.25,,,10,160
C13835,0.172,0.08,1,0.013,8.0,4.3,5,76
C13836,0.311,0.066,1,0.089,4.0,4.6,4,50
C13837,0.245,0.062,1,0.027,,,0,37
C13838,0.265,0.093,0,0.117,5.0,4.9,5,50
C13839,0.223,0.107,0,0.069,,3.4,1,21
C13840,0.002,0.011,3,0.009,2.0,3.7,4,180
C13841,0.108,0.027,3,0.175,,,11,135
C13842,0.268,0.072,0,0.008,9.0,4.8,2,60
C13843,0.207,0.056,1,0.023,,5.0,5,16
C13844,0.02,0.002,1,0.202,,2.1,5,95
C13845,0.282,0.06,1,0.074,7.0,3.2,2,32
C13846,0.336,0.036,2,0.0,7.0,4.0,0,10
C13847,0.336,0.075,1,0.098,7.0,3.8,4,27
C13848,0.121,0.014,4,0.189,,1.6,4,120
C13849,0.046,0.108,1,0.042,8.0,5.0,0,6
C13850,0.084,0.072,0,0.115,8.0,5.0,0,50
C13851,0.131,0.041,0,0.11,7.0,3.8,4,14
C13852,0.224,0.113,1,0.008,5.0,4.4,3,3
C13853,0.241,0.058,1,0.0,7.0,4.0,3,40
C13854,0.142,0.058,1,0.043,7.0,3.2,2,20
C13855,0.136,0.022,0,0.212,5.0,3.2,5,301
C13856,0.178,0.027,1,0.027,,3.8,5,13
C13857,0.282,0.048,2,0.01,5.0,4.2,3,45
C13858,0.258,0.008,1,0.077,,4.4,1,18
C13859,0.199,0.083,1,0.014,8.0,3.6,4,13
C13860,0.181,0.095,2,0.135,9.0,4.1,2,19
C13861,0.039,0.034,2,0.117,,3.9,11,181
C13862,0.24,0.017,1,0.0,,5.0,3,87
C13863,0.089,0.066,0,0.055,,3.5,5,61
C13864,0.062,0.04,2,0.122,,,3,160
C13865,0.026,0.023,1,0.32,,3.8,10,120
C13866,0.125,0.021,2,0.107,,,5,365
C13867,0.352,0.0,5,0.163,7.0,3.0,3,25
C13868,0.083,0.055,0,0.223,,,2,133
C13869,0.072,0.06,0,0.1,9.0,3.4,4,71
C13870,0.29,0.065,0,0.011,7.0,4.1,4,6
C13871,0.27,0.067,0,0.026,10.0,4.4,2,13
C13872,0.0,0.046,3,0.12,8.0,4.3,3,73
C13873,0.223,0.099,1,0.099,6.0,3.6,0,90
C13874,0.134,0.066,0,0.013,,3.9,3,39
C13875,0.252,0.03,4,0.069,,4.1,2,44
C13876,0.122,0.038,0,0.174,0.0,,4,95
C13877,0.189,0.091,0,0.144,7.0,3.9,2,16
C13878,0.171,0.017,0,0.019,,,0,0
C13879,0.016,0.0,1,0.42,4.0,4.4,11,300
C13880,0.341,0.084,0,0.055,,4.2,1,55
C13881,0.134,0.007,0,0.216,5.0,,4,134
C13882,0.17,0.056,0,0.163,6.0,4.4,4,79
C13883,0.326,0.076,3,0.092,6.0,3.9,1,79
C13884,0.072,0.038,2,0.206,2.0,2.6,3,292
C13885,0.106,0.043,3,0.046,7.0,4.4,5,2
C13886,0.266,0.031,0,0.082,7.0,3.7,1,53
C13887,0.205,0.07,1,0.082,9.0,3.5,1,20
C13888,0.219,0.0,1,0.065,6.0,5.0,2,7
C13889,0.14,0.113,0,0.094,8.0,4.5,3,15
C13890,0.122,0.029,1,0.277,4.0,2.7,5,313
C13891,0.131,0.088,1,0.118,8.0,4.4,3,62
C13892,0.183,0.014,3,0.041,,4.3,3,7
C13893,0.093,0.105,0,0.053,,4.3,0,34
C13894,0.248,0.057,0,0.115,4.0,4.5,4,20
C13895,0.142,0.121,1,0.084,,3.9,3,60
C13896,0.052,0.079,2,0.069,,4.0,0,19
C13897,0.121,0.04,4,0.319,,2.6,5,184
C13898,0.188,0.008,3,0.12,,,11,105
C13899,0.169,0.1,0,0.034,,4.2,3,17
C13900,0.275,0.062,1,0.072,7.0,,1,30
C13901,0.372,0.04,0,0.095,6.0,4.6,3,79
C13902,0.296,0.075,0,0.048,8.0,3.8,4,89
C13903,0.178,0.059,1,0.117,,3.6,0,64
C13904,0.065,0.0,1,0.143,,1.0,9,165
C13905,0.233,0.046,0,0.012,6.0,3.3,4,34
C13906,0.234,0.074,0,0.086,7.0,4.3,4,0
C13907,0.093,0.06,1,0.079,6.0,,0,6
C13908,0.052,0.0,4,0.159,5.0,3.1,7,129
C13909,0.142,0.073,1,0.043,9.0,,5,63
C13910,0.105,0.0,4,0.208,,,3,100
C13911,0.194,0.051,1,0.033,7.0,5.0,2,8
C13912,0.342,0.029,0,0.011,9.0,,4,23
C13913,0.316,0.125,1,0.063,,4.0,2,29
C13914,0.219,0.071,0,0.123,6.0,4.4,3,23
C13915,0.128,0.031,1,0.072,2.0,4.7,5,114
C13916,0.322,0.108,1,0.035,,,0,34
C13917,0.157,0.041,2,0.097,6.0,,3,106
C13918,0.308,0.077,1,0.097,,3.6,0,8
C13919,0.144,0.011,2,0.126,,1.9,3,164
C13920,0.341,0.009,4,0.01,6.0,4.5,3,66
C13921,0.155,0.119,0,0.081,5.0,5.0,1,49
C13922,0.33,0.069,0,0.033,6.0,4.5,3,13
C13923,0.157,0.039,3,0.183,7.0,1.6,4,91
C13924,0.241,0.073,1,0.056,9.0,5.0,4,1
C13925,0.284,0.064,0,0.095,7.0,4.1,2,30
C13926,0.098,0.033,1,0.204,,,5,111
C13927,0.285,0.071,0,0.028,8.0,4.0,0,51
C13928,0.23,0.048,0,0.036,,3.6,3,43
C13929,0.145,0.064,1,0.059,6.0,4.5,3,40
C13930,0.16,0.02,1,0.05,,3.8,0,29
C13931,0.222,0.045,1,0.051,7.0,4.2,5,54
C13932,0.235,0.054,1,0.106,6.0,4.7,2,29
C13933,0.032,0.017,2,0.002,4.0,4.4,3,20
C13934,0.25,0.06,0,0.118,,4.0,2,8
C13935,0.085,0.058,0,0.119,,1.1,3,115
C13936,0.231,0.054,1,0.094,,4.6,0,16
C13937,0.019,0.047,2,0.192,,2.6,3,365
C13938,0.194,0.032,0,0.096,7.0,4.2,0,19
C13939,0.093,0.009,0,0.141,,3.5,7,173
C13940,0.326,0.031,1,0.066,,,2,15
C13941,0.148,0.015,0,0.173,,2.0,11,365
C13942,0.2,0.087,0,0.069,7.0,4.6,4,36
C13943,0.304,0.052,0,0.028,6.0,4.3,0,31
C13944,0.191,0.091,0,0.045,8.0,3.9,2,0
C13945,0.015,0.001,1,0.229,,3.1,6,365
C13946,0.403,0.127,0,0.082,9.0,,3,54
C13947,0.153,0.043,1,0.076,,4.2,5,40
C13948,0.14,0.065,0,0.048,,,0,52
C13949,0.055,0.023,1,0.167,5.0,,1,7
C13950,0.234,0.096,0,0.088,7.0,3.7,1,34
C13951,0.271,0.051,4,0.015,5.0,3.7,3,38
C13952,0.229,0.021,0,0.033,,4.6,2,13
C13953,0.18,0.064,3,0.019,,3.4,5,42
C13954,0.01,0.045,4,0.221,1.0,,2,235
C13955,0.157,0.092,4,0.083,7.0,3.9,3,35
C13956,0.206,0.094,2,0.116,,4.0,2,42
C13957,0.219,0.081,0,0.105,6.0,3.3,3,52
C13958,0.247,0.077,0,0.107,,3.4,5,26
C13959,0.245,0.077,0,0.054,9.0,4.5,1,12
C13960,0.331,0.059,1,0.112,6.0,4.4,4,31
C13961,0.113,0.0,1,0.062,6.0,,1,71
C13962,0.272,0.02,4,0.153,5.0,4.3,4,64
C13963,0.041,0.016,0,0.204,2.0,2.1,7,365
C13964,0.11,0.038,1,0.195,,,9,100
C13965,0.076,0.028,4,0.264,,2.3,10,107
C13966,0.044,0.038,2,0.047,4.0,3.7,9,248
C13967,0.253,0.058,0,0.032,6.0,4.2,2,13
C13968,0.234,0.056,0,0.12,10.0,3.9,1,29
C13969,0.096,0.051,0,0.056,8.0,3.7,5,53
C13970,0.261,0.095,0,0.079,,4.7,0,30
C13971,0.383,0.114,0,0.024,5.0,3.5,0,52
C13972,0.165,0.085,2,0.027,,3.3,0,29
C13973,0.076,0.001,4,0.012,10.0,3.8,5,80
C13974,0.033,0.015,4,0.185,,3.1,9,164
C13975,0.256,0.056,3,0.044,8.0,4.1,1,51
C13976,0.205,0.086,2,0.032,6.0,4.1,5,22
C13977,0.337,0.035,2,0.115,,4.3,1,1
C13978,0.129,0.043,2,0.205,,3.5,7,199
C13979,0.144,0.05,1,0.091,7.0,3.8,1,15
C13980,0.051,0.001,5,0.246,,3.5,2,254
C13981,0.311,0.076,1,0.0,5.0,,1,12
C13982,0.1,0.026,2,0.207,4.0,2.0,7,109
C13983,0.05,0.059,0,0.178,,3.9,0,56
C13984,0.221,0.031,0,0.0,6.0,,1,3
C13985,0.321,0.021,1,0.121,9.0,4.4,3,3
C13986,0.042,0.007,0,0.355,,3.4,7,106
C13987,0.279,0.117,1,0.021,4.0,4.1,5,38
C13988,0.15,0.068,1,0.094,8.0,3.2,5,46
C13989,0.168,0.082,1,0.033,7.0,,5,33
C13990,0.346,0.003,0,0.094,8.0,4.7,3,33
C13991,0.307,0.089,0,0.065,6.0,4.9,1,31
C13992,0.157,0.096,0,0.106,6.0,4.5,0,22
C13993,0.211,0.032,1,0.106,7.0,4.8,3,16
C13994,0.203,0.01,3,0.117,,,2,119
C13995,0.313,0.084,1,0.007,5.0,4.7,5,18
C13996,0.212,0.083,1,0.095,6.0,3.1,1,16
C13997,0.156,0.019,1,0.093,8.0,3.0,3,21
C13998,0.196,0.095,0,0.073,8.0,3.4,5,80
C13999,0.088,0.019,0,0.141,3.0,1.4,8,95
C14000,0.244,0.032,1,0.053,6.0,4.6,5,17
C14001,0.052,0.022,2,0.277,1.0,1.6,11,341
C14002,0.198,0.056,3,0.077,,4.5,0,17
C14003,0.038,0.02,2,0.182,,2.7,9,212
C14004,0.064,0.03,2,0.072,3.0,,9,133
C14005,0.226,0.098,4,0.074,,3.2,4,56
C14006,0.063,0.035,0,0.049,,1.0,5,365
C14007,0.206,0.067,0,0.11,6.0,4.4,3,38
C14008,0.32,0.073,0,0.016,10.0,4.5,2,42
C14009,0.22,0.067,2,0.12,4.0,4.4,5,50
C14010,0.103,0.047,2,0.0,5.0,3.2,4,60
C14011,0.359,0.065,0,0.0,,3.2,4,31
C14012,0.242,0.075,0,0.016,,,2,19
C14013,0.219,0.085,0,0.081,,3.6,3,58
C14014,0.214,0.083,0,0.0,8.0,,5,13
C14015,0.108,0.012,5,0.372,,,3,112
C14016,0.246,0.104,0,0.05,,3.5,1,47
C14017,0.079,0.05,1,0.04,,4.4,2,79
C14018,0.064,0.035,2,0.228,,,11,197
C14019,0.169,0.005,0,0.067,,,0,2
C14020,0.212,0.003,1,0.044,,4.3,3,25
C14021,0.316,0.061,3,0.144,7.0,4.3,4,33
C14022,0.311,0.112,1,0.109,9.0,3.5,0,19
C14023,0.172,0.016,1,0.272,1.0,,2,126
C14024,0.124,0.031,0,0.111,8.0,1.2,5,154
C14025,0.271,0.055,1,0.0,6.0,4.8,4,18
C14026,0.262,0.071,0,0.084,7.0,,3,1
C14027,0.081,0.043,5,0.08,,,7,117
C14028,0.085,0.0,0,0.164,1.0,,8,147
C14029,0.223,0.092,1,0.119,,3.3,1,12
C14030,0.147,0.05,3,0.233,,4.5,7,260
C14031,0.118,0.014,4,0.036,,1.5,11,185
C14032,0.206,0.018,0,0.118,,4.2,3,54
C14033,0.069,0.019,3,0.228,,,6,116
C14034,0.08,0.029,4,0.395,3.0,4.1,2,365
C14035,0.27,0.062,2,0.125,,4.0,4,44
C14036,0.296,0.056,2,0.045,,4.5,3,4
C14037,0.274,0.013,1,0.145,8.0,5.0,4,60
C14038,0.004,0.034,3,0.213,,1.5,4,140
C14039,0.277,0.022,1,0.136,7.0,3.9,0,48
C14040,0.036,0.022,4,0.227,5.0,,10,107
C14041,0.272,0.102,0,0.074,6.0,3.7,5,0
C14042,0.303,0.039,0,0.0,6.0,3.9,2,19
C14043,0.158,0.092,2,0.085,7.0,4.7,5,22
C14044,0.308,0.038,2,0.102,6.0,4.5,5,42
C14045,0.068,0.034,2,0.276,4.0,,9,227
C14046,0.089,0.022,1,0.165,6.0,,10,111
C14047,0.277,0.071,0,0.082,5.0,4.4,2,19
C14048,0.153,0.016,0,0.046,6.0,,3,68
C14049,0.22,0.037,1,0.07,4.0,3.4,2,12
C14050,0.068,0.026,3,0.0,,,2,100
C14051,0.093,0.049,0,0.063,,4.5,5,8
C14052,0.274,0.068,2,0.083,7.0,4.1,2,8
C14053,0.022,0.102,2,0.09,10.0,4.4,2,11
C14054,0.316,0.068,1,0.011,6.0,3.6,5,13
C14055,0.193,0.084,1,0.013,7.0,4.8,1,50
C14056,0.336,0.049,0,0.105,,,3,18
C14057,0.356,0.021,0,0.184,9.0,3.9,4,76
C14058,0.127,0.063,0,0.054,7.0,2.4,2,19
C14059,0.252,0.033,1,0.142,8.0,4.7,3,59
C14060,0.133,0.045,0,0.061,,3.6,5,3
C14061,0.277,0.072,1,0.079,,,1,45
C14062,0.135,0.031,4,0.162,,,8,98
C14063,0.295,0.093,3,0.035,,5.0,1,0
C14064,0.122,0.006,2,0.197,5.0,,9,132
C14065,0.189,0.071,0,0.0,7.0,3.9,5,80
C14066,0.124,0.01,1,0.255,,3.0,10,133
C14067,0.205,0.119,0,0.089,8.0,3.8,5,3
C14068,0.338,0.026,0,0.147,9.0,5.0,5,4
C14069,0.198,0.039,1,0.094,8.0,4.3,5,6
C14070,0.232,0.063,1,0.066,,3.6,0,21
C14071,0.239,0.0,5,0.11,6.0,3.6,0,2
C14072,0.135,0.007,2,0.167,3.0,1.5,3,263
C14073,0.24,0.058,0,0.141,8.0,4.5,5,43
C14074,0.275,0.079,1,0.047,5.0,4.2,0,2
C14075,0.236,0.076,0,0.077,9.0,4.1,0,17
C14076,0.203,0.048,0,0.05,,4.4,4,47
C14077,0.2,0.061,5,0.106,7.0,3.9,5,67
C14078,0.119,0.075,0,0.125,7.0,3.9,2,33
C14079,0.158,0.074,0,0.062,8.0,4.1,4,4
C14080,0.301,0.059,0,0.127,,5.0,1,49
C14081,0.027,0.02,2,0.206,,2.9,4,153
C14082,0.352,0.055,1,0.141,8.0,3.8,5,5
C14083,0.133,0.075,3,0.059,8.0,,4,43
C14084,0.251,0.063,0,0.066,,,5,11
C14085,0.158,0.038,0,0.013,,3.5,3,20
C14086,0.043,0.022,0,0.262,,,5,248
C14087,0.0,0.01,0,0.088,7.0,,5,117
C14088,0.178,0.005,2,0.12,3.0,2.3,7,125
C14089,0.117,0.03,4,0.099,5.0,3.4,11,117
C14090,0.123,0.014,0,0.17,,,7,210
C14091,0.222,0.051,0,0.082,6.0,4.6,2,78
C14092,0.093,0.001,0,0.151,7.0,2.9,4,255
C14093,0.157,0.047,1,0.089,5.0,4.7,2,15
C14094,0.058,0.005,4,0.22,6.0,1.0,10,120
C14095,0.203,0.045,3,0.05,,4.3,5,63
C14096,0.224,0.069,0,0.091,,5.0,0,46
C14097,0.299,0.091,1,0.0,,4.6,3,47
C14098,0.058,0.058,0,0.063,7.0,4.1,3,4
C14099,0.209,0.067,2,0.055,9.0,,3,53
C14100,0.412,0.016,0,0.076,10.0,4.6,3,39
C14101,0.158,0.086,1,0.051,,4.0,0,4
C14102,0.318,0.031,2,0.134,6.0,4.4,4,8
C14103,0.201,0.116,1,0.133,9.0,3.1,5,8
C14104,0.227,0.063,1,0.039,,3.8,3,67
C14105,0.324,0.071,1,0.072,8.0,4.5,0,17
C14106,0.122,0.023,1,0.249,6.0,1.8,9,365
C14107,0.08,0.029,3,0.24,6.0,,6,100
C14108,0.109,0.028,1,0.05,9.0,4.8,3,23
C14109,0.137,0.102,1,0.121,3.0,3.6,1,23
C14110,0.101,0.013,0,0.125,,4.2,9,95
C14111,0.177,0.066,1,0.06,9.0,5.0,5,35
C14112,0.155,0.076,0,0.057,10.0,4.7,4,8
C14113,0.2,0.08,1,0.151,7.0,4.3,0,6
C14114,0.131,0.029,3,0.12,9.0,,1,3
C14115,0.25,0.06,1,0.13,6.0,4.1,0,36
C14116,0.291,0.043,3,0.076,9.0,4.3,1,8
C14117,0.261,0.049,1,0.027,8.0,,2,43
C14118,0.175,0.039,1,0.086,,4.5,5,27
C14119,0.057,0.017,0,0.219,4.0,,5,174
C14120,0.223,0.061,0,0.148,,5.0,0,0
C14121,0.081,0.047,0,0.379,2.0,2.4,4,136
C14122,0.121,0.0,0,0.025,9.0,4.1,2,0
C14123,0.152,0.076,1,0.063,8.0,,4,30
C14124,0.258,0.061,0,0.0,8.0,3.6,5,85
C14125,0.278,0.095,2,0.1,8.0,4.1,1,51
C14126,0.205,0.049,2,0.06,7.0,4.4,1,21
C14127,0.081,0.09,1,0.106,,4.1,2,9
C14128,0.119,0.054,2,0.087,8.0,3.9,3,55
C14129,0.265,0.07,0,0.051,7.0,3.7,4,77
C14130,0.195,0.042,2,0.081,7.0,4.2,1,65
C14131,0.174,0.091,1,0.0,5.0,,0,0
C14132,0.105,0.083,0,0.046,,4.2,5,15
C14133,0.252,0.046,0,0.06,5.0,4.6,2,22
C14134,0.304,0.013,1,0.096,,,3,31
C14135,0.242,0.045,2,0.16,7.0,4.3,5,17
C14136,0.206,0.066,1,0.063,7.0,4.6,3,78
C14137,0.245,0.025,0,0.053,10.0,,0,21
C14138,0.241,0.087,1,0.092,8.0,,1,8
C14139,0.093,0.05,2,0.272,4.0,3.6,7,256
C14140,0.133,0.034,0,0.105,7.0,4.8,3,55
C14141,0.13,0.028,2,0.242,,3.1,9,147
C14142,0.221,0.097,0,0.045,7.0,3.6,1,14
C14143,0.104,0.071,0,0.027,6.0,3.8,1,65
C14144,0.395,0.095,1,0.038,6.0,3.4,2,66
C14145,0.12,0.055,4,0.068,,,7,149
C14146,0.292,0.076,1,0.007,7.0,4.4,4,6
C14147,0.058,0.001,1,0.171,4.0,1.0,5,266
C14148,0.321,0.05,0,0.095,8.0,4.6,3,2
C14149,0.076,0.057,0,0.023,7.0,4.5,3,19
C14150,0.224,0.103,0,0.024,5.0,4.2,2,52
C14151,0.039,0.086,2,0.093,8.0,4.8,4,17
C14152,0.359,0.049,0,0.045,6.0,4.8,4,87
C14153,0.03,0.002,1,0.257,,3.8,6,203
C14154,0.247,0.051,0,0.021,6.0,4.0,4,14
C14155,0.062,0.02,1,0.224,2.0,2.1,9,101
C14156,0.229,0.03,1,0.12,9.0,3.4,4,54
C14157,0.157,0.0,0,0.18,7.0,5.0,1,44
C14158,0.057,0.018,3,0.102,0.0,2.0,7,365
C14159,0.11,0.067,0,0.152,,4.1,2,1
C14160,0.156,0.0,5,0.085,4.0,2.7,6,118
C14161,0.164,0.075,0,0.0,6.0,,2,23
C14162,0.251,0.061,0,0.045,,3.1,5,71
C14163,0.081,0.089,3,0.077,8.0,,5,2
C14164,0.233,0.081,2,0.093,5.0,4.8,4,50
C14165,0.231,0.031,1,0.032,,4.9,2,69
C14166,0.221,0.064,1,0.072,10.0,3.5,4,9
C14167,0.248,0.053,0,0.129,7.0,3.6,2,40
C14168,0.373,0.049,0,0.112,6.0,4.6,2,33
C14169,0.264,0.076,0,0.041,9.0,3.9,3,14
C14170,0.399,0.006,0,0.144,8.0,4.5,3,28
C14171,0.13,0.061,0,0.07,6.0,3.1,1,19
C14172,0.046,0.022,2,0.282,,,2,220
C14173,0.254,0.015,4,0.122,7.0,3.8,5,19
C14174,0.057,0.0,0,0.054,5.0,,5,1
C14175,0.297,0.052,0,0.103,,3.4,2,65
C14176,0.146,0.035,1,0.102,7.0,,1,90
C14177,0.004,0.038,1,0.249,,3.1,6,219
C14178,0.312,0.042,0,0.115,,4.0,0,57
C14179,0.17,0.077,1,0.038,6.0,5.0,1,42
C14180,0.075,0.08,1,0.051,8.0,3.9,3,59
C14181,0.229,0.019,1,0.086,9.0,4.7,2,16
C14182,0.076,0.032,2,0.278,,,5,134
C14183,0.239,0.055,1,0.053,,4.5,3,74
C14184,0.328,0.066,0,0.155,10.0,5.0,2,48
C14185,0.06,0.038,2,0.309,6.0,,5,94
C14186,0.12,0.08,0,0.0,,,4,7
C14187,0.28,0.099,0,0.022,7.0,3.4,1,42
C14188,0.141,0.017,2,0.0,5.0,1.5,2,130
C14189,0.08,0.043,3,0.065,,,8,126
C14190,0.277,0.055,2,0.076,7.0,3.9,2,80
C14191,0.242,0.071,0,0.096,,4.6,3,57
C14192,0.05,0.02,2,0.257,,,8,183
C14193,0.058,0.038,2,0.141,,,5,126
C14194,0.203,0.054,0,0.016,,3.6,3,32
C14195,0.267,0.016,3,0.057,6.0,4.1,3,50
C14196,0.254,0.025,0,0.053,,3.8,3,38
C14197,0.115,0.019,0,0.295,,3.7,4,121
C14198,0.276,0.091,3,0.096,7.0,3.8,3,40
C14199,0.434,0.058,0,0.148,6.0,4.3,0,63
C14200,0.213,0.078,0,0.152,8.0,4.7,1,31
C14201,0.213,0.082,1,0.133,5.0,,1,25
C14202,0.228,0.112,2,0.093,9.0,3.9,4,57
C14203,0.268,0.045,3,0.081,5.0,4.0,4,7
C14204,0.337,0.033,0,0.124,4.0,,3,37
C14205,0.192,0.075,1,0.078,,3.4,3,11
C14206,0.251,0.046,3,0.099,9.0,3.8,1,26
C14207,0.229,0.056,0,0.109,8.0,4.2,3,39
C14208,0.13,0.017,1,0.341,,5.0,9,115
C14209,0.114,0.042,1,0.055,,2.1,9,152
C14210,0.312,0.02,1,0.144,5.0,3.8,1,66
C14211,0.134,0.033,1,0.028,5.0,,1,49
C14212,0.311,0.039,0,0.099,5.0,,0,71
C14213,0.319,0.107,4,0.002,7.0,3.2,4,87
C14214,0.064,0.019,2,0.155,1.0,,2,178
C14215,0.226,0.066,1,0.099,7.0,4.4,2,60
C14216,0.114,0.01,2,0.35,,1.6,2,365
C14217,0.21,0.05,5,0.0,9.0,4.0,1,74
C14218,0.172,0.041,1,0.018,8.0,4.6,3,8
C14219,0.099,0.042,2,0.246,2.0,,10,150
C14220,0.159,0.049,0,0.091,,4.2,1,32
C14221,0.054,0.0,4,0.232,1.0,1.0,5,131
C14222,0.263,0.118,1,0.1,8.0,4.2,2,3
C14223,0.35,0.054,0,0.023,9.0,3.5,1,27
C14224,0.284,0.001,0,0.102,7.0,4.8,5,26
C14225,0.045,0.069,2,0.037,,3.3,0,41
C14226,0.178,0.056,0,0.0,8.0,3.2,2,44
C14227,0.065,0.017,2,0.189,,,6,132
C14228,0.075,0.045,5,0.075,,,8,133
C14229,0.106,0.017,0,0.16,,,5,107
C14230,0.251,0.038,0,0.158,,4.6,2,19
C14231,0.026,0.039,0,0.0,,3.5,7,240
C14232,0.199,0.09,1,0.001,5.0,4.8,3,79
C14233,0.056,0.024,2,0.115,,3.2,9,365
C14234,0.168,0.047,0,0.153,,4.0,4,35
C14235,0.018,0.03,3,0.0,7.0,3.2,3,71
C14236,0.153,0.001,1,0.132,7.0,4.9,0,73
C14237,0.065,0.062,0,0.109,7.0,5.0,1,1
C14238,0.101,0.019,1,0.163,1.0,2.3,10,365
C14239,0.298,0.117,3,0.127,4.0,,4,43
C14240,0.084,0.02,0,0.292,,,3,253
C14241,0.227,0.1,0,0.044,,4.5,1,66
C14242,0.02,0.016,2,0.196,,2.4,3,166
C14243,0.256,0.018,3,0.087,9.0,4.0,5,9
C14244,0.129,0.014,0,0.0,3.0,1.0,9,138
C14245,0.253,0.088,1,0.148,10.0,,3,88
C14246,0.117,0.069,3,0.043,,4.6,2,21
C14247,0.212,0.028,2,0.0,8.0,4.4,5,37
C14248,0.306,0.071,0,0.031,,4.1,1,15
C14249,0.278,0.054,0,0.125,7.0,3.2,1,41
C14250,0.173,0.059,0,0.094,8.0,4.4,5,56
C14251,0.083,0.02,3,0.188,,,8,365
C14252,0.331,0.074,0,0.082,6.0,3.6,2,90
C14253,0.151,0.029,1,0.109,6.0,3.9,5,0
C14254,0.045,0.017,0,0.185,4.0,2.4,4,121
C14255,0.251,0.089,1,0.0,7.0,3.9,5,34
C14256,0.469,0.074,0,0.075,10.0,5.0,0,49
C14257,0.297,0.015,0,0.108,10.0,3.7,4,69
C14258,0.239,0.075,2,0.13,,,1,6
C14259,0.295,0.03,0,0.093,7.0,3.6,2,81
C14260,0.221,0.052,0,0.097,,4.8,3,7
C14261,0.114,0.012,1,0.155,2.0,,4,128
C14262,0.098,0.071,3,0.061,,3.3,5,77
C14263,0.254,0.093,0,0.082,7.0,2.9,1,64
C14264,0.181,0.055,0,0.097,4.0,3.9,5,71
C14265,0.272,0.037,2,0.067,8.0,,0,5
C14266,0.243,0.051,0,0.044,7.0,4.4,3,43
C14267,0.011,0.026,2,0.034,4.0,,8,231
C14268,0.127,0.032,2,0.311,,,9,223
C14269,0.171,0.045,0,0.123,8.0,,1,58
C14270,0.12,0.063,0,0.07,8.0,3.7,2,11
C14271,0.081,0.016,4,0.211,8.0,2.4,5,126
C14272,0.221,0.082,4,0.055,8.0,,2,52
C14273,0.042,0.022,2,0.128,,,9,262
C14274,0.06,0.02,0,0.2,,3.4,10,213
C14275,0.246,0.055,1,0.0,,5.0,3,45
C14276,0.041,0.018,3,0.339,8.0,,6,160
C14277,0.137,0.14,1,0.142,7.0,,5,76
C14278,0.264,0.094,0,0.021,7.0,3.3,4,17
C14279,0.101,0.03,2,0.382,,,3,284
C14280,0.183,0.122,0,0.068,4.0,,5,3
C14281,0.0,0.0,3,0.265,,,9,122
C14282,0.258,0.111,0,0.088,,,1,39
C14283,0.105,0.027,1,0.092,6.0,,10,245
C14284,0.094,0.0,1,0.074,10.0,,4,236
C14285,0.284,0.031,1,0.124,8.0,3.5,3,46
C14286,0.216,0.094,0,0.066,,3.4,5,2
C14287,0.0,0.011,3,0.236,,,6,167
C14288,0.153,0.07,1,0.077,,4.0,5,12
C14289,0.23,0.003,0,0.096,6.0,4.0,0,4
C14290,0.305,0.034,0,0.049,,4.0,0,72
